denominationUniteLegale,siren,trancheEffectifsUniteLegale
LES GRANDS PLANCHANTS,422072363,21
PATISSERIE LES COMTES DE LA MARCHE,422079749,21
BONPRIX,422081653,21
ARKHENUM,422085480,21
COLLECTEAM,422092817,31
MEDILAB GROUP,422094870,22
VORTEX,422101535,51
GENOWAY,422123125,22
WOODBRASS.COM,422128298,21
LONSDALE RETAIL,422135723,21
IDEA LOGISTIQUE,422149617,32
DATA-ONE,422165670,22
SOCIETE D'ETUDE DE REALISATION ET FOURNITURES INDUSTRIELLES,422169300,21
PROTECSUD,422182592,21
AFEC,422193755,32
TRACTEL SAS,422197962,22
SYGMATEL ELECTRICITE,422219196,22
ESPACE PROPRETE,422225813,21
ALIANTIS,422233684,21
WEAVE ARCHITECTURE,422245753,21
LAVERIE DE L'ILE,422255547,21
BASILIC RESTAURATION,422259812,21
S.L DISTRIBUTION,422264697,21
VEDIS,422266007,21
BERLIDIS,422269290,21
TTI FRANCE,422287904,22
LAFARGE FRANCE,422288092,32
PLEE CONSTRUCTIONS,422301325,22
EVOLIS,422307199,22
N.S. PROTECTION,422310151,21
AMG SECURITE,422312348,21
MONSTER WORLDWIDE,422315051,21
CHANTIERS PIRIOU,422322529,22
SAS BALTIMORE,422326496,21
HOTELIERE DU FAYEL,422330167,21
SAS MARIGNAN ELYSEES,422330423,21
SAS CASTILLE,422330472,21
AUCHAN INTERNATIONAL TECHNOLOGY,422332312,22
AMUNDI PRIVATE EQUITY FUNDS,422333575,21
FRANCE DISTRIBUTION EXPRESS,422335349,22
GEDEX,422348565,21
TEILLAGE BRILLE LAMERANT,422369751,21
PHARMACEUTICAL RESEARCH ASSOCIATES SARL,422372466,32
WASSENBURG FRANCE,422381954,21
OSIRIS,422382168,32
LUSIS,422386201,22
DEN HARTOGH FRANCE,422388611,21
CYBERCITE,422393751,22
AT&T GLOBAL NETWORK SERVICES FRANCE SAS,422399279,22
CTRE DE RENOVATION DE L'HABITAT,422400994,21
AURALE,422404566,21
NEYRET TEXTILE IDENTIFICATION,422416255,22
GLOBAL MEDIA SANTE,422422063,21
ACTUEL'VET,422423327,21
IMAGE COMMUNICATION IMPRESSIONS,422433128,21
C.R.M,422437541,21
D2P PHARMA,422437657,21
BOUCHARD MANUTENTION,422449462,21
BOUCHARD AGRICULTURE,422449785,21
CLINSEARCH,422455386,21
MAYEUR,422457788,21
P.R.O DISTRIBUTION,422464313,21
KORIAN LA COTE PAVEE,422471292,21
J M S,422476317,21
ITB 77,422478909,22
TUBESCA-COMABI,422481838,32
MECANIC SUD INDUSTRIE,422482182,21
BCD,422485904,21
AMBULANCES BEL AIR WILLY SPITZ & FILS,422499301,21
SARL ORGANIDEM,422500660,21
MAISON DE RETRAITE LA CERISAIE,422505107,21
FSP - ONE,422505347,21
TERIDEAL FPB SIMEONI,422507392,21
FAVID,422507962,21
BRETECHE OUEST,422510750,21
BERTIN TECHNOLOGIES,422511204,32
MARMIN ESPACES VERTS,422541847,21
MENODIS,422544478,22
EUTELSAT S.A.,422551176,41
TERRES ET EAUX,422555722,32
LEADERS LEAGUE,422584532,22
MERCIER,422589333,21
CENTRAL PARC AUTOMOBILE,422593491,21
CPE- BARDOUT,422596239,21
GAMMA SUD,422606285,21
FENETREA,422613513,32
FLICHY GRANGE AVOCATS,422615286,21
AVANTAGE SERVICES ET PROPRETE,422619833,22
EIFFAGE ENERGIE SYSTEMES - GUADELOUPE,422620799,22
CENTRE D'ENTRETIEN DE L'HABITAT,422626309,21
FORTEL,422632562,21
VILLAGES CLUBS DU SOLEIL,422636472,41
OUEST FRAIS DISTRIBUTION,422651604,21
LA FOURNEE DOREE ATLANTIQUE,422665620,32
FAULQUEDIS,422666974,21
MACHADO,422670703,21
CLINITEX GRAND LILLE NORD,422674069,32
CLINITEX 62,422678722,31
DISTRILOG,422683128,21
EVIDIAN,422689208,22
ROLLPACK,422711853,21
UNISLEEVE,422713909,22
IMA PROTECT,422715458,31
PERRENOT BESANCON,422723676,22
MARSAUDON COMPOSITES,422732867,21
JLB PROCESS,422739326,21
XAY MACA,422757716,21
TELENCO NETWORKS,422778555,21
RESIDENCE DE DIANE,422790147,21
GEBAT CONSTRUCTIONS,422791137,21
SOCIETE ARRAGEOISE DE COMMERCE AUTOMOBILE,422792770,21
PROVALLIANCE GIE,422793919,31
RUE DU COMMERCE,422797720,32
LOGISTIQUE DISTRIBUTION FRIGORIFIQUE,422799940,21
SYNLAB PARIS,422800664,21
EXCELIS,422801795,21
SARL PARIS DENIS BALANANT ET ASSOCIES,422805655,22
MEDIPATH,422809574,32
FAAB FABRICAUTO,422812610,22
I.D. JARDIN,422818914,21
MILLER GRAPHICS PARIS-BEAUVAIS,422820779,21
LABORATOIRE CLEMENT,422824730,21
PLURIAD,422837252,22
TECH'NET,422839860,22
JACQUET PANIFICATION,422845982,41
MEDACTA FRANCE,422849877,21
LOXAGRI MACHINISME,422854679,21
BERTRANDT,422868851,42
CONVIVIO-EVO,422873216,22
AE2I SAS,422881854,21
MI-GSO,422883769,42
SA DSL FINANCES,422907584,21
GROUPEMENT INTERACTIF DES METIERS DE NETTOYAGE ET DE SERVICES,422908145,32
ESRA BRETAGNE,422917153,22
SOC GENERALE DESAMIANTAGE ET EXPORTATION,422949214,21
AKKA TECHNOLOGIES,422950865,21
AVENTECH,422967141,21
PITCH IMMO,422989715,22
STEPHYA CONCEPTS,422989939,21
COLOMBUS CONSULTING,422993154,22
EUROFINS ANALYSES POUR L'ENVIRONNEMENT FRANCE,422998971,32
MAS SEEDS,423000553,32
PICHARD-BALME,423004621,21
AUBIN IMPRIMEUR,423010008,22
IORGA GROUP,423010784,21
RESEAU CLUBS BOUYGUES TELECOM,423032598,42
MAEPSO,423033638,21
SARL S.D.P.,423041813,21
CDV,423045699,21
CHESNEAU CHRISTIAN ET FILS,423052026,21
THE CAPITAL MARKETS COMPANY,423059609,22
PASTACORP,423068303,31
NDBM1,423081462,22
MANCHETTES RESINES REHABILITATION DE RESEAUX M3R,423086065,21
GANDI,423093459,21
LUNOR DISTRIBUTION,423110618,22
ALLO NETTOYAGE,423142751,21
SUD PROVENCE SERVICES,423145630,22
C.I.R.PARTICIPATION & SERVICE,423150671,21
JESTA FONTAINEBLEAU,423162882,22
LACTINOV BRAINE,423169622,21
CONCEPTION ETUDES PRESTATIONS POUCHAIN,423177047,21
SA GMC,423186717,21
EUROFINS ANALYTICS FRANCE,423190891,32
EPIGONE,423204437,21
CALT PRODUCTION,423213917,22
DANICOTT PROPRETE,423216662,21
FAMILY DOM,423217181,21
LAURIERE ET FILS,423227578,22
SONOVA AUDIOLOGICAL CARE FRANCE SAS,423228915,32
SICA BIO PAYS LANDAIS,423234004,21
RAGT PLATEAU CENTRAL,423238963,32
HOST BROADCAST SERVICES FRANCE,423256460,21
WESSLING FRANCE SARL,423257542,22
TIBCO TELECOMS,423261692,32
CAP'FRUIT,423282482,21
SEPHIRA,423293158,21
SERVICE INTERIM,423294198,21
LIDEA FRANCE,423296250,31
ARTURIA,423302421,21
GAILLARD PATISSIER,423303924,22
VESOUL BRICO,423308485,21
LABONAL,423315423,21
MANAGEO,423315597,21
ABCD OPTIQUE,423317379,21
TRANSPORTS SF,423319136,22
INFODIS IT,423329259,32
SARL PROXIEL,423329770,21
TRANSPORTS DUQUESNOY,423330307,21
ARPEL,423336841,22
PROCONTAIN SAS,423337708,21
ON SEMICONDUCTOR FRANCE SAS,423339084,21
ADI KALFA,423346980,21
LA MAISON DES PARENTS,423352400,21
WARGNY KATZ,423357995,21
CHEUTIN TRANSPORTS LOGISTIQUE,423372747,21
CORSE PRESSE,423375922,21
RES,423379338,31
GUISNEL LOCATIONS,423388438,32
DFC2 DIFFUSION,423398577,21
DUTY FREE ASSOCIATES,423402312,32
MILLAUTO,423410240,22
LES AMANDIERS DE LA RESSENCE,423412337,21
ADV,423416577,21
ADIS,423421478,21
GROUPE CARRE,423435544,22
COSPIRIT,423437953,22
MSDENTAL,423438084,21
BLANCHARD TP,423439975,21
LES JARDINS DU MAS,423443191,21
GROUPEMENT DES TRANSPORTS DUBOIS,423444199,21
ABC NETTOYAGE,423448604,21
EFINOR MEDITERRANEE,423453448,21
ZAYO FRANCE,423455203,21
PMD VALLON,423457985,21
EVIDENCE,423459981,31
CARRIERES DE LA VALLEE HEUREUSE,423465830,21
DIAVERUM PROVENCE,423492792,22
MATMUT PROTECTION JURIDIQUE,423499391,32
LABOSUD PROVENCE BIOLOGIE,423501469,32
LES JARDINS D'IROISE D'OE,423501881,21
LYNX SECURITE,423505213,41
SIA PARTNERS,423507730,41
AZUR SECURITE PROTECTION PREVENTION,423532894,22
IRIDIS MARSEILLE,423538644,21
MERLIN ETUDE DEVELOPPEMENT THERMIQUE,423538776,21
RESTAURATION RAPIDE DUPARC,423544659,21
CONDUENT BUSINESS PROCESS SOLUTIONS,423547439,41
EVOLUTIS,423551647,21
MADEMOISELLE DESSERTS ST RENAN,423554484,21
SEM VOLCANS,423556356,22
EXPERTIS CFE AUDIT ET CONSEIL,423571934,22
H.ALIMENTATION,423572627,21
ASSISTANCE SERVICES NETTOYAGE ENTRETIEN INDUSTRIEL PROPRETE,423588029,21
C.F.R. MOD,423600485,21
SODES DISTRIBUTION,423603497,22
T. & T. CONSULTING,423609015,22
MAINE TOLERIE,423613066,21
SARL MANHATTAN,423617893,21
INFINEON TECHNOLOGIES FRANCE,423618057,21
CHAMPEAU MEDITERRANEE,423627595,22
AUDO EXPRESS,423630045,22
AGILENT TECHNOLOGIES FRANCE,423646736,32
WOMEN MANAGEMENT,423649607,22
ACTOR SECURITE,423650571,32
CHAPUIS CHARLES,423659176,21
CENTRE MEDICAL LANDOUZY VILLA JEANNE,423677012,21
CHALLANCIN ACCUEIL ET SERVICES,423681774,32
SERTA AEROSPACE & DEFENCE,423683093,21
CLINALLIANCE FONTENAY,423687821,21
BIOCYTE,423688985,21
AGEN DISTRIBUTION REPARATION ENTRETIEN AUTOMOBILES,423689496,21
SARL T.G.H,423694132,21
CITE GOURMANDE,423697440,21
CARREFOUR SERVICES CLIENTS,423697523,32
LES REPAS SANTE,423700970,21
GALIAN ASSURANCES,423703032,21
METABOLIC EXPLORER,423703107,21
DISTRIBUTION ALIMENTAIRE DE PARIS 13,423709104,21
ABER-PROPRETE SAPHIR,423712934,41
AJASSOCIES,423719178,21
RISLDIS,423734367,31
LE TELEGRAMME,423754241,41
COMPAGNIE DES PATISSIERS NORMANDIE,423757483,21
MITRANS,423761758,21
UNION ENTREPRISES CONSTRUCTION  U E C,423761998,22
MOBIL-HOME RIDEAU,423762004,22
STADE AURILLACOIS CANTAL AUVERGNE,423764596,21
CEPL BEVILLE,423768829,21
AUFEMININ,423780113,22
COMPTOIR FROMENT,423781285,22
XILAM ANIMATION,423784610,22
MAP CLIM,423785526,21
AMARIS ENERGIE,423788108,21
CLYDE UNION SAS,423788199,22
SAS ENTREPRISE GUENO,423792563,22
CLINIQUE BON SECOURS,423792639,32
LOGILEC,423793785,21
MAESTRIS,423806355,21
DEGETEL,423806884,22
N4BRANDS,423810324,21
LE COLOMBIER SANTE,423824044,21
EMALEC,423831437,22
MGBR,423836022,21
MF,423851955,21
CREAPHARM CLINICAL SUPPLIES,423855667,21
MB92 LA CIOTAT,423864651,22
AMATSIGROUP,423868181,22
SVPM,423882141,21
EUROPE SERVICES PROPRETE,423888932,42
VENATHEC,423893296,21
HOPITAL PRIVE CLAIRVAL,423899947,41
EVERLINE,423903970,21
SECOM,423908995,21
BISCUITERIE LA MERE POULARD,423919299,21
SAONOISE,423919711,21
DIAPHANA FILMS,423922103,21
STEF TRANSPORT DIJON,423922442,22
SARL QUERCY PRODUCTIONS,423926997,22
PLAFOMETAL,423933779,21
ODS PROPRETE,423944487,21
INTERXION FRANCE,423945799,22
HOTEL LE K2 ALTITUDE,423949916,21
UL INTERNATIONAL (FRANCE) SA,423955491,21
EVOCA FRANCE,423956093,21
BALBI PREVOYANCE,423963834,22
GREEN'FLOOR,423964857,22
AMIENS INJECTION,423982552,21
BABYNOV,423989755,22
OVIVE,423999085,22
BLANCHON,424034700,21
EUROPEAN SYSTEMS INTEGRATION,424035947,21
3BIS,424047827,21
ELEPHANT ET CIE,424052199,21
LA CAVE AUX MOINES,424055168,21
QUOTATIS GROUPE,424057495,21
CDISCOUNT,424059822,42
GCBAT,424062537,22
ROTOFRANCE,424067544,21
LE CARREFOUR DE LA FLEUR,424071124,21
PASSION AUTOMOBILES,424073112,21
MANCHE ATLANTIQUE PRESSE,424081099,21
GRIPPLE EUROPE,424096758,21
ATLAS SERVICE ET DEVELOPPEMENT,424097103,22
AGORA VITA,424097525,21
FEALINX,424106763,21
DPS SEPTMONCEL,424124865,21
TITECA-BEAUPORT FINANCE,424125185,21
AVRIL DANIEL ET FILS,424140424,21
LYON SELECT,424146322,21
CADRES EN MISSION,424151678,21
EMMA,424170447,21
YUMENS,424176089,22
DARTESS,424185544,22
SETMAR - LES JARDINS DU LYS,424186526,21
ALIZEE,424189090,21
ETUDES CONSEILS TRAVAUX SERVICES BTP,424194256,21
MAITRISE ET DISSUASION SECURITE PRIVEE,424201614,22
GE STEAM POWER SERVICE FRANCE,424210599,42
JENOPTIK INDUSTRIAL METROLOGY FRANCE,424211910,21
OBJECTWARE,424226231,31
SFICA,424259083,21
MEILLEURTAUX,424264281,32
VOSGES LAM,424276350,21
P.M.C.,424298164,21
GROUPE DYNAMIS,424298669,21
MILLENNIUM,424299741,22
CSP TECHNOLOGIES,424311157,22
GROUPE VOG,424327492,21
PILONS,424327740,21
PREPARATION SERVICE ET LOGISTIQUE,424327773,21
MAILEVA,424335693,22
SISTRA,424337863,22
SA GENFIT,424341907,22
SODIA AQUITAINE,424342475,32
JAZZ PHARMACEUTICALS FRANCE,424347011,21
VISUAL,424347516,21
BONNEFOY BETON CARRIERES INDUSTRIE,424350536,21
INNATE PHARMA,424365336,31
GIE DE L'OMBRIERE,424366177,21
INSTALLATIONS-DEPANNAGES-ENTRETIENS ELECTRIQUES,424370898,22
RODEO DRIVE,424377117,21
YAZAKI SYSTEMS TECHNOLOGIES FRANCE,424385938,21
CONSTRUCTA ASSET MANAGEMENT,424387223,21
STEF LOGISTIQUE DISTRIBUTION MONTSOULT,424387934,22
INFERENCE OPERATIONS,424388668,31
STEF LOGISTIQUE,424391886,22
MONTEIRO,424394807,31
DERREY,424402576,21
CHARDIS,424405652,21
JOAGROUPE SERVICES,424407120,21
CYDEL,424424752,22
E.R.C.G,424440550,21
LEXCAP,424442333,21
BORALEX,424442762,22
CHOMETTE,424460889,31
CLINIQUE DE SOINS DE SUITE DE NOISY LE SEC,424460905,22
STEF TRANSPORT AGEN,424462174,22
STEF TRANSPORT NIORT 1 LA CRECHE,424462331,31
STEF TRANSPORT RETHEL,424462513,21
SARL COTE OPALE SECURITE,424463016,31
STEF TRANSPORT SAINT SEVER,424466209,31
STEF TRANSPORT VELAINES,424466449,21
PROELAN,424470540,21
AXE PORTAGE,424471621,21
MADE IN DESIGN,424474609,22
CAP SALOMON,424479087,21
RAMERY CONSTRUCTION BOIS,424498392,21
LAROCHE INDUSTRIES,424499911,22
OCELLIS,424508638,21
LES OPALINES ORAISON,424513729,21
HUTTOPIA,424562890,21
ONCLOUD,424564532,22
ABYSSE CORP,424568459,22
REUNION SECURITE,424573491,21
TECHNIQUE ET SECURITE,424573921,21
CREUTZWALD INJECTION,424575348,21
VON ROLL FRANCE SA,424598043,22
ARKANE STUDIOS,424606176,22
FANDI,424609808,22
SIDEL BLOWING & SERVICES,424623759,41
EMERIA EUROPE,424641066,32
BELFOR RENOVATION SOLUTIONS,424653566,22
VITRAGES ISOLANTS DE PONT AUDEMER,424655637,22
LE JARDIN DU VAL,424678324,21
MAITRE JACQUES,424679520,22
MERCURIA,424690626,21
MCAFEE FRANCE S.A.S,424691368,21
MOSS S.A.S.,424703106,21
THALES GLOBAL SERVICES SAS,424704963,42
LES JARDINS DE LONGUIOLLES,424719375,21
FT MARINE,424722130,32
ETAMINE,424731248,21
SFAM,424736213,31
THEMA SERVICES,424738268,22
ATRIAL,424738755,22
COMPAGNIE NETTOYAGE SERVICES ARTEMIS,424738912,21
TRANSPORTS BLANQUET ET FILS,424749505,21
OVH,424761419,42
LABORATOIRES DERMATOLOGIQUES A-DERMA,424763415,21
SHCO,424764215,21
ONLINEFORMAPRO,424780336,22
IMAGERIE DE CLAIRVAL,424800134,21
POLYCLINIQUE DES ALPES DU SUD,424809317,22
HERA,424811073,21
CONCUR (FRANCE) SAS,424811099,22
VALEGE DISTRIBUTION,424814184,22
ETABLISSEMENTS DESCOURS ET CABAUD RHONE ALPES AUVERGNE,424821221,41
PORTALP FRANCE,424850014,41
CREDIGO,424855666,21
VACANCES BLEUES RESIDENCES,424860435,31
FRANCILIS,424865533,21
GRISOT SERVICES,424876464,22
DR D.LEFEVRE ET ASSOCIES SELARL,424876639,21
TRANSPERFECT TRADUCTIONS,424887784,21
GE STEAM POWER ELECTRONICS FRANCE,424897692,21
PARIS EXPO SERVICES,424930386,21
BOURBON FROID OCEAN INDIEN,424932937,21
ACB,424932986,31
ANTIDOT,424933448,21
ACHILLE BERTRAND,424935500,31
GROUPE SECOB RENNES,424936656,21
GRIFOLS FRANCE,424942209,21
PUNCH POWERTRAIN FRANCE,424963213,21
STPS,424971000,32
SOLFERINO PARIS NORD,424972412,21
AMARRIS CONSEIL,424972693,21
SOCIETE ALAIN OLLIER,424977908,21
GRUPO ANTOLIN VOSGES,424979144,22
SCC FRANCE,424982650,51
MISSYL,424982890,21
NOOUS,424983724,22
GSMP,424989580,21
SOTRAV,424995561,21
TC 71,424997351,21
AUTOCARS ORTET,424998359,21
ROLDAN,425007564,22
ETABLISSEMENTS DESCOURS ET CABAUD PROVENCE ALPES COTE D AZUR,425009214,32
LEGENDRE LOIRE,425013661,22
OCEASOFT,425014180,21
SOVILEG,425016904,21
CAPOCCI,425039161,22
DESTINATION,425039617,21
VITALAIRE,425039773,42
BIO SANTE,425040391,22
SQUAD SECURITE,425040680,22
TDI,425041852,21
REDBRIDGE FRANCE,425042066,21
RED-ON-LINE,425043064,21
CARGLASS S.A.S.,425050556,51
JEAN FLOC'H SURGELATION,425052743,21
TCP TRAVAUX CHAUFFAGE PLOMBERIE,425067279,21
SAISON,425068558,21
EDMOND DE ROTHSCHILD CORPORATE FINANCE,425070976,21
FINDUS FRANCE,425073962,32
SELOGER,425074481,32
ORTHOS,425080033,21
HYGIA CLEAN,425081379,21
ELECTRICITE MILLOT,425083482,21
XPO TRANSPORT SOLUTIONS ILE DE FRANCE,425090966,32
XPO VOLUME MGCA FRANCE,425091014,21
REUNION AIR SURETE,425091451,31
KELKOO,425093069,21
LAHAYE LOCATION,425096690,21
HP FERMETURES & MENUISERIES,425098852,22
EURONEXT TECHNOLOGIES SAS,425100294,22
K LOGISTICS,425101672,21
CLINIQUES D'AJACCIO,425102936,22
JLP SERVICES,425104171,22
LLR,425105236,21
ISOBAR FRANCE,425106374,22
SA FC1,425110541,21
PORSOLT SAS,425113321,21
SARL G.L.N SECURITE,425113974,21
VAN CLEEF & ARPELS MARKETING ET SERVICES,425118098,22
NLMK STRASBOURG,425125150,22
JEAN LAIN AUTOMOBILES SEYNOD,425125895,21
FMC AUTOMOBILES,425127362,31
NIBELIS,425133055,32
AMAND,425136785,22
EURL TRANSPORTS GAILLOT,425136850,21
S.O.S.OXYGENE GARONNE,425141769,21
CONGY MARC,425520145,21
CLINIQUE PAUL BERT SA,425520186,22
L YONNE REPUBLICAINE,425520376,22
SIMU S.A.S,425650090,31
MM PACKAGING FRANCE,425720059,22
ETABLISSEMENTS SERVET-DUCHEMIN,425720778,22
WALTEFAUGLE,425750023,22
ROUERGUE AUVERGNE GEVAUDAN TARNAIS,425780434,21
R K S SOC,425920147,22
SNC PNEU LAURENT,425920212,32
ANCIENS ETS G.SCHIEVER ET FILS,425920352,31
RAYNAL ET ROQUELAURE,426080081,32
FROMAGERIE MILLERET,426250023,22
SALAISONS ET CONSERVES DU ROUERGUE,426280210,21
MANNESMANN PRECISION TUBES FRANCE,426420162,32
MAUREL AVEYRON,426480026,21
ENTREPRISE CAPRARO ET COMPAGNIE,426680062,22
LAGARRIGUE,426680187,21
PERRENOT SOLUTIONS,426720280,22
ETS LAGARRIGUE,426880126,21
THERMATIC,426980033,22
JEANNIN AUTOMOBILES,427020524,22
SAS PALISSOT,427050109,21
MERICO DELTA PRINT,427080239,21
BARRIAC VEHICULES INDUSTRIELS,427180179,21
CASTES INDUSTRIE,427180450,22
TRANSPORTS PICQ ET CHARBONNIER,427220025,22
J P GRUHIER SOC,427220736,21
BOUCHERIE CHARCUTERIE BOUSQUET,427280136,22
TRANSPORTS AUTOMOBILE RUTHENOIS,427280227,21
ROZIERE,427380035,22
L EPI DU ROUERGUE,427380100,22
SOULIE RESTAURATION,427380225,22
PHOTOWEB,428083703,31
AUTO-NET-SERVICES QUALI-NET-SERVICES,428094395,21
DIETRICH CAREBUS SAS,428101190,22
SCHLUMBERGER VECTOR SAS,428112320,21
MAROQUINERIE DES ARDENNES,428113518,32
L AS DU VENTOUX,428119978,22
IN'TECH MEDICAL,428121818,31
WEBER STEPHEN FRANCE SARL,428124978,21
MAROQUINERIE DE BELLEY,428128425,32
LES JARDINS D'ARCADIE EXPLOITATION,428130702,22
SAS L'EMPIRE,428133276,21
PAIN CONCEPT,428138739,32
IKABAM,428143317,21
MARTINIQUE AUTOMOBILES SN,428148761,31
TRANSPORTS HOCHET,428150130,21
E-TF1,428155691,21
MAROQUINERIE DE SAULIEU,428173314,22
S.N. REP,428173645,21
STORMSHIELD,428173975,31
LOIDIS,428177620,22
MARIDIS,428177851,22
D'MEDICA,428193726,32
CEPL FLEURY,428194625,21
SOCIETE AFFRETEMENTS NATIONAUX,428195192,21
LE DAUPHIN,428205397,22
AUDINCODIS,428205611,21
NEURONES IT,428210140,32
SIEDOUBS,428213292,32
ONE,428214324,21
SIELEST,428214423,22
PROSEAT,428214530,21
UGIPS GESTION,428216444,32
M.J.S DISTRIBUTION,428216659,21
ALKERN MLX,428219034,22
CENTRE DE DECHETS INDUSTRIELS FRANCILIEN,428222871,21
ALIZE SECURITE,428238323,21
HOTEL LANCASTER,428239628,21
CARREFOUR SUPPLY CHAIN,428240287,52
CARREFOUR ADMINISTRATIF FRANCE,428240352,41
MANOSQUE AUTOMOBILES,428260822,21
GA ENTREPRISE,428266035,22
CASINO SERVICES,428267249,41
DISTRIBUTION CASINO FRANCE,428268023,53
ACHATS MARCHANDISES CASINO,428269104,32
VARILLON LOGISTIQUE,428273015,21
REUNIBEAUTE,428279418,21
EUROPROP'SERVICES,428283097,22
AIR TERMINAL HANDLING,428284160,22
ZEHNDER GROUP FRANCE,428285506,22
ZEHNDER GROUP VAUX ANDIGNY,428287049,22
JACOB BOYER TORROLLION IMMOBILIER - JBT IMMOBILIER,428292510,22
IRIUM SOFTWARE,428292585,22
OMNILOG,428293492,22
INNOTHERA NOMEXY,428295455,32
INNOTHERA CORPORATE SERVICES,428295612,22
INNOTHERA CHOUZY,428295810,31
MCSYNCRO FRANCE,428297857,22
FUNECAP OUEST,428559884,32
COURIR FRANCE,428559967,51
GO SPORT FRANCE,428560031,42
CISE TP,428561740,41
EVOLIS,428564710,32
BONTON,428565782,22
EIFFAGE CONSTRUCTION MATERIEL,428568174,22
VM MAGAZINES,428568794,22
POSTE IMMO,428579130,41
NEXANS FRANCE,428593230,51
OUEST AUTOMOBILE DISTRIBUTION,428594493,21
MARTENAT BRETAGNE,428598163,21
MANUFACTURE JEAN ROUSSEAU,428603641,22
LA COLOMBE,428607881,21
C.E.S.G SAS CONSULTANTS EUROP SECURITE,428610208,41
SPHEREA TEST & SERVICES,428610398,32
MULTI SERVICES 69,428610463,31
MEDIFRANCE GROUPE,428610539,41
MANN HUMMEL FRANCE,428610547,41
SOCIETE COOPERATIVE AGRICOLE ET AGRO-ALIMENTAIRE AGRIAL,428611719,42
EUROVIA LANGUEDOC ROUSSILLON,428613525,32
CEICA INDUSTRIE,428615512,21
GRENKE LOCATION,428616734,22
CEP OFFICE SOLUTIONS,428624480,21
AID PROPRETE,428630529,21
BNP PARIBAS REUNION,428633408,31
CABINET D'ETUDES MARC MERLIN,428634356,32
SPIE BATIGNOLLES GENIE CIVIL,428637987,41
SAMBRE AVESNOIS IMMOBILIER,428646061,31
AXE METAL,428649545,22
ZOE,428655948,21
FAERCH ANNECY,428663579,22
CLINIQUE SAINT VINCENT,428664304,22
SIMON KUCHER & PARTNERS,428668313,22
SOFEMAT,428669816,22
LE PARC SAINT CHARLES,428670319,21
LUMINEM,428672794,22
LEGENDRE,428674725,41
ALAIN FOULON,428676712,22
THALES SERVICES NUMERIQUES SAS,428677124,51
PROCAPITAL,428677900,22
ATELIER DES FERMETURES SEFERS,428679104,21
BERDIS,428680201,22
ANDROS,428682447,42
SAMSIC II,428685358,53
SARL ISIS SECURITE,428686513,21
BETC,428688485,41
LISE CHARMEL LINGERIE,428688634,21
SAMSIC 1,428689392,52
ENNOV,428692701,21
AGRONUTRITION,428693352,22
3EME PORTE,428697023,21
AFFINITY LA CHAPELLE,428698385,22
CHAMLYS,428702385,21
APRIL - SANTE PREVOYANCE,428702419,41
PHOTOBOX SAS,428703979,22
FONDERIE G.H.M.,428704654,22
SANTECLAIR,428704977,32
SANOFI CHIMIE,428706204,51
JTEKT AUTOMOTIVE DIJON SAINT-ETIENNE,428709786,41
OMNES CAPITAL,428711196,21
AHLSTROM-MUNKSJO ARCHES,428720668,32
ORLY FLIGHT SERVICES,428722151,32
POMMIER,428724199,22
EIFFAGE ENERGIE SYSTEMES FERROVIAIRES,428729602,21
AET AVI EURO TRANS,428730485,21
FLEXI FRANCE,428734123,41
MORIN LOGISTIC,428735278,31
NOVAR FRANCE,428737605,22
CAT SERVICES FRANCE,428738116,22
INSERT,428738280,31
TURNER BROADCASTING SYSTEM FRANCE,428742845,21
GGA,428744635,21
AVISO DIRECT,428744650,21
SOCIETE D ETUDES ET DE REALISATION DE GESTION IMMOBILIERE DE CONSTRUCTION,428748909,32
PATHE FILMS SERVICES,428750764,31
INDUSTRIE CARTARIE TRONCHETTI FRANCE,428752067,31
BIO 29,428752380,22
AFD TECHNOLOGIES,428757124,42
BOUYGUES CONSTRUCTION PURCHASING,428757397,31
ELEKTROBIT FRANCE,428761597,21
SEMAPHORES,428761886,22
THERMODYN,428764682,32
SOLVAY ENERGY SERVICES,428766976,21
NOBEL SPORT,428770820,22
FICOMIRRORS FRANCE SAS,428771463,32
BAYARD EDITIONS,428771778,22
CONNECTING GROUND SERVICES,428771877,22
EXFO SOLUTIONS,428780241,31
DUMEZ ILE DE FRANCE,428781983,32
SFIL,428782585,32
AMAZON FRANCE LOGISTIQUE SAS,428785042,52
DSM FOOD SPECIALITES FRANCE SAS,428786669,31
LES EDITIONS INDEPENDANTES,428787188,22
WORLDCAST SYSTEMS,428787550,21
AUTOMOBILES PALAU,428787816,22
ROUGNON,428788707,22
IVALUA,428796858,31
S A S VITASERVICES,428801419,32
KEOS ENGLOS BY AUTOSPHERE,428804868,22
FINASTRA FRANCE SAS,428813083,32
COMPAGNIE FRANCILIENNE DE NETTOYAGE,428813927,32
AB TRANS EXPRESS,428815542,21
E.FRONTECH.S.A.,428815559,21
GOLIATH FRANCE,428816367,21
SMARDTV TECHNOLOGY,428830749,21
ACRI ST,428834113,21
E MAGINEURS,428841472,21
HELLOWORK,428843130,31
APOGEA,428851463,22
CORTECO,428853899,21
SARL CASE A PAIN,428854467,21
CELLECTIS,428859052,22
TCT-TORES COMPOSANTS TECHNOLOGIES,428862403,21
E BIZNEXT,428870588,21
IGUS,428872782,21
WW OPERATIONS FRANCE SAS,428874622,41
